1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
-0.00999999978	0.389999986	0.267254889	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.28705883	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.306862742	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.326666653	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.346470594	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.366274506	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.386078417	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.405882359	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.42568627	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.445490181	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.465294123	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.485098034	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.504901946	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.524705887	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.544509828	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.56431371	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.584117651	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.603921592	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.623725474	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.643529415	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.663333356	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.683137238	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.702941179	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.722745121	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.742549002	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.762352943	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.782156885	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.801960766	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.821764708	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.841568649	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.86137253	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.881176472	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.900980413	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.920784295	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.940588236	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.960392177	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	0.980196059	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.389999986	1	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.00980392192	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.0296078436	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.0494117662	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.0692156851	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.0890196115	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.10882353	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.128627449	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.148431376	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.168235287	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.188039213	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.20784314	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.227647066	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.247450978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.267254889	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.28705883	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.306862742	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.326666653	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.346470594	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.366274506	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.386078417	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.405882359	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.42568627	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.445490181	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.465294123	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.485098034	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.504901946	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.524705887	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.544509828	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.56431371	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.584117651	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.603921592	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.623725474	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.643529415	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.663333356	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.683137238	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.702941179	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.722745121	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.742549002	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.762352943	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.782156885	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.801960766	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.821764708	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.841568649	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.86137253	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.881176472	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.900980413	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.920784295	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.940588236	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.960392177	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	0.980196059	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
-0.00999999978	0.409999996	1	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.00980392192	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.0296078436	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.0494117662	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.0692156851	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.0890196115	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.10882353	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.128627449	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.148431376	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.168235287	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.188039213	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.20784314	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.227647066	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.247450978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.267254889	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.28705883	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.306862742	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.326666653	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.346470594	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.366274506	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.386078417	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.405882359	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.42568627	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.445490181	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.465294123	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.485098034	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.504901946	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.524705887	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.544509828	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.56431371	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.584117651	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.603921592	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.623725474	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.643529415	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.663333356	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.683137238	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.702941179	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.722745121	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.742549002	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.762352943	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.782156885	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.801960766	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.821764708	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.841568649	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.86137253	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.881176472	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.900980413	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.920784295	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.940588236	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.960392177	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	0.980196059	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	-0.00999999978	1	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.00999999978	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.0299999993	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.0500000007	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.0700000003	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.0900000036	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.109999999	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.129999995	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.150000006	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.170000002	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.189999998	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.209999993	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.230000004	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.25	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.270000011	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.289999992	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.310000002	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.330000013	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.349999994	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.370000005	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.389999986	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	-0.00999999978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.00980392192	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.0296078436	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.0494117662	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.0692156851	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.0890196115	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.10882353	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.128627449	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.148431376	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.168235287	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.188039213	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.20784314	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.227647066	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.247450978	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.267254889	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.28705883	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
0.00999999978	0.409999996	0.306862742	0	0	0	0	0	0	0.00999999978	2500	0.0104719754	4.18879011e-07	20000	4	0.300000012
